category,path,line
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,311
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,318
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,325
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,346
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,358
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,366
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,555
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,583
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,590
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,595
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,604
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,613
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,622
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,624
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,632
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,643
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,651
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,658
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,666
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,677
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,690
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,703
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,704
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,711
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,718
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,725
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,732
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,739
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,751
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,754
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,762
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,763
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,771
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,778
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,791
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,804
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,811
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,827
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,846
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,854
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,861
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,868
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,883
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,890
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,897
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,904
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,911
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,923
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,931
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,943
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,951
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,953
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,964
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,972
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,986
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,993
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,1012
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,1024
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,1041
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,1048
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,1060
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,1067
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,1079
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,1091
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,1103
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,1115
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,1127
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,1139
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,1150
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,1157
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,1168
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,1175
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,1186
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,1193
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,1200
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,1208
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,1215
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,1234
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,1243
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,1252
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,1260
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,1275
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,1281
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,1294
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,1301
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,1308
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,1315
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,1322
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,1329
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,1340
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,1347
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,1354
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,1361
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,1373
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,1381
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,1389
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,1396
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,1407
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,1414
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,1425
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,1432
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDataSource.java,1443
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDomainRecordingDataSource.java,27
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDomainRecordingDataSource.java,28
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDomainRecordingDataSource.java,74
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDomainRecordingDataSource.java,87
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDomainRecordingDataSource.java,88
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisDomainRecordingDataSource.java,103
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisUtils.java,19
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisUtils.java,20
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisUtils.java,21
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/JedisUtils.java,40
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/RedisBackupService.java,64
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/RedisBackupService.java,65
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/RedisBackupService.java,66
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/RedisBackupService.java,67
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/RedisBackupService.java,226
process,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/RedisBackupService.java,282
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/dns/JedisDnsDataSource.java,25
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/dns/JedisDnsDataSource.java,26
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/dns/JedisDnsDataSource.java,27
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/dns/JedisDnsDataSource.java,28
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/dns/JedisDnsDataSource.java,68
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/dns/JedisDnsDataSource.java,81
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/events/JedisEventDataSource.java,24
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/events/JedisEventDataSource.java,25
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/events/JedisEventDataSource.java,54
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/events/JedisEventDataSource.java,55
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/events/JedisEventDataSource.java,65
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/events/JedisEventDataSource.java,86
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/events/JedisEventDataSource.java,96
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/events/JedisEventDataSource.java,108
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/events/JedisEventDataSource.java,115
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion13.java,23
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion14.java,24
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion14.java,25
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion14.java,67
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion15.java,24
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion15.java,25
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion15.java,76
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion3.java,24
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion3.java,25
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion3.java,203
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion30.java,26
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion30.java,27
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion30.java,67
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion30.java,69
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion30.java,72
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion34.java,26
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion34.java,27
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion34.java,66
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion34.java,68
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion34.java,71
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion37.java,27
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion37.java,28
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion37.java,68
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion37.java,70
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion37.java,73
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion47.java,26
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion47.java,27
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion47.java,132
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion47.java,135
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion8.java,22
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion8.java,23
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion9.java,25
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion9.java,26
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion9.java,167
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/migrations/UserMigrationService.java,29
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/migrations/UserMigrationService.java,30
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/migrations/UserMigrationService.java,66
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/migrations/UserMigrationService.java,69
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/migrations/UserMigrationService.java,81
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/migrations/UserMigrationService.java,96
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/migrations/UserMigrationService.java,104
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/statistic/JedisFilterStatisticsDataSource.java,26
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/statistic/JedisFilterStatisticsDataSource.java,27
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/statistic/JedisFilterStatisticsDataSource.java,28
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/statistic/JedisFilterStatisticsDataSource.java,101
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/statistic/JedisFilterStatisticsDataSource.java,116
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/statistic/JedisFilterStatisticsDataSource.java,127
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/statistic/JedisFilterStatisticsDataSource.java,131
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/statistic/JedisFilterStatisticsDataSource.java,148
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/statistic/JedisFilterStatisticsDataSource.java,160
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/statistic/JedisFilterStatisticsDataSource.java,168
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/statistic/JedisFilterStatisticsDataSource.java,170
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/statistic/JedisFilterStatisticsDataSource.java,172
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/statistic/JedisFilterStatisticsDataSource.java,258
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/data/statistic/JedisFilterStatisticsDataSource.java,274
process,eblocker-icapserver/src/main/java/org/eblocker/server/common/network/Ip6AddressMonitor.java,63
process,eblocker-icapserver/src/main/java/org/eblocker/server/common/network/Ip6AddressMonitor.java,86
process,eblocker-icapserver/src/main/java/org/eblocker/server/common/network/NetworkInterfaceWrapper.java,297
process,eblocker-icapserver/src/main/java/org/eblocker/server/common/network/TrafficAccounter.java,122
process,eblocker-icapserver/src/main/java/org/eblocker/server/common/network/unix/IpSets.java,59
process,eblocker-icapserver/src/main/java/org/eblocker/server/common/network/unix/IpSets.java,103
process,eblocker-icapserver/src/main/java/org/eblocker/server/common/network/unix/IscDhcpServer.java,68
process,eblocker-icapserver/src/main/java/org/eblocker/server/common/network/unix/IscDhcpServer.java,70
process,eblocker-icapserver/src/main/java/org/eblocker/server/common/network/unix/IscDhcpServer.java,85
process,eblocker-icapserver/src/main/java/org/eblocker/server/common/network/unix/IscDhcpServer.java,105
process,eblocker-icapserver/src/main/java/org/eblocker/server/common/network/unix/NetworkInterfaceAliases.java,92
process,eblocker-icapserver/src/main/java/org/eblocker/server/common/network/unix/NetworkInterfaceAliases.java,120
process,eblocker-icapserver/src/main/java/org/eblocker/server/common/network/unix/NetworkInterfaceAliases.java,149
process,eblocker-icapserver/src/main/java/org/eblocker/server/common/network/unix/NetworkServicesUnix.java,171
process,eblocker-icapserver/src/main/java/org/eblocker/server/common/network/unix/NetworkServicesUnix.java,235
process,eblocker-icapserver/src/main/java/org/eblocker/server/common/openvpn/OpenVpnClient.java,265
process,eblocker-icapserver/src/main/java/org/eblocker/server/common/openvpn/OpenVpnClient.java,343
process,eblocker-icapserver/src/main/java/org/eblocker/server/common/openvpn/OpenVpnService.java,142
process,eblocker-icapserver/src/main/java/org/eblocker/server/common/openvpn/RoutingController.java,116
process,eblocker-icapserver/src/main/java/org/eblocker/server/common/openvpn/RoutingController.java,132
process,eblocker-icapserver/src/main/java/org/eblocker/server/common/openvpn/RoutingController.java,148
process,eblocker-icapserver/src/main/java/org/eblocker/server/common/openvpn/RoutingController.java,183
process,eblocker-icapserver/src/main/java/org/eblocker/server/common/openvpn/RoutingController.java,218
process,eblocker-icapserver/src/main/java/org/eblocker/server/common/openvpn/VpnKeepAlive.java,85
process,eblocker-icapserver/src/main/java/org/eblocker/server/common/openvpn/VpnKeepAlive.java,107
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/pubsub/JedisPubSubService.java,23
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/pubsub/JedisPubSubService.java,24
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/pubsub/JedisPubSubService.java,25
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/pubsub/JedisPubSubService.java,39
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/pubsub/JedisPubSubService.java,47
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/pubsub/JedisPubSubService.java,56
redis,eblocker-icapserver/src/main/java/org/eblocker/server/common/pubsub/JedisSubscriberWrapper.java,21
process,eblocker-icapserver/src/main/java/org/eblocker/server/common/squid/SquidConfigController.java,591
process,eblocker-icapserver/src/main/java/org/eblocker/server/common/squid/SquidReloadingService.java,90
process,eblocker-icapserver/src/main/java/org/eblocker/server/common/status/StartupStatusReporter.java,107
process,eblocker-icapserver/src/main/java/org/eblocker/server/common/system/LoggingProcess.java,123
privilege,eblocker-icapserver/src/main/java/org/eblocker/server/common/system/unix/ScriptRunnerUnix.java,28
process,eblocker-icapserver/src/main/java/org/eblocker/server/common/update/DebianUpdater.java,120
process,eblocker-icapserver/src/main/java/org/eblocker/server/common/update/DebianUpdater.java,122
process,eblocker-icapserver/src/main/java/org/eblocker/server/common/update/DebianUpdater.java,133
process,eblocker-icapserver/src/main/java/org/eblocker/server/common/update/DebianUpdater.java,142
process,eblocker-icapserver/src/main/java/org/eblocker/server/common/update/DebianUpdater.java,150
process,eblocker-icapserver/src/main/java/org/eblocker/server/common/update/DebianUpdater.java,160
process,eblocker-icapserver/src/main/java/org/eblocker/server/common/update/DebianUpdater.java,169
process,eblocker-icapserver/src/main/java/org/eblocker/server/common/update/DebianUpdater.java,186
process,eblocker-icapserver/src/main/java/org/eblocker/server/common/update/DebianUpdater.java,197
process,eblocker-icapserver/src/main/java/org/eblocker/server/common/update/DebianUpdater.java,276
process,eblocker-icapserver/src/main/java/org/eblocker/server/common/update/DebianUpdater.java,281
process,eblocker-icapserver/src/main/java/org/eblocker/server/common/update/DebianUpdater.java,324
process,eblocker-icapserver/src/main/java/org/eblocker/server/http/controller/impl/FactoryResetControllerImpl.java,45
process,eblocker-icapserver/src/main/java/org/eblocker/server/http/controller/impl/SettingsControllerImpl.java,74
process,eblocker-icapserver/src/main/java/org/eblocker/server/http/security/SecurityService.java,300
process,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/DiagnosticsReportService.java,115
process,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/DiskMountService.java,92
process,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/DiskMountService.java,105
process,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/DiskMountService.java,118
process,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/DoctorService.java,382
process,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/OpenVpnServerService.java,167
process,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/RecordingService.java,120
process,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/RecordingService.java,141
process,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/RecordingService.java,163
process,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/RecordingService.java,189
process,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/RecordingService.java,220
process,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/RegistrationServiceAvailabilityCheck.java,185
process,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/ShutdownService.java,122
service,eblocker-icapserver/src/main/package/systemd/eblocker-network-config-import.service,3
service,eblocker-icapserver/src/main/package/systemd/eblocker-network-config-import.service,4
service,eblocker-icapserver/src/main/package/systemd/eblocker-network-config-import.service,8
service,eblocker-icapserver/src/main/package/systemd/eblocker-network-config-import.service,10
service,eblocker-icapserver/src/main/package/systemd/eblocker-reboot.service,7
service,eblocker-icapserver/src/main/package/systemd/eblocker-reset.service,3
service,eblocker-icapserver/src/main/package/systemd/eblocker-reset.service,4
service,eblocker-icapserver/src/main/package/systemd/eblocker-reset.service,8
service,eblocker-icapserver/src/main/package/systemd/eblocker-updater.service,7
service,eblocker-icapserver/src/main/package/systemd/eblocker-usb-automount@.service,4
